id,thai_name,english_name,scientific_name,order,family,category,origin_type,iucn_status,thai_zoos,highlight_notes
59,เต่าเยลโลว์ฟุต / เต่าขาเหลือง,Yellow-footed Tortoise,Chelonoidis denticulatus,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ขนาดใหญ่กว่าเต่าขาแดง เกล็ดที่ขาและหัวมีแต้มสีเหลืองทอง อาศัยตามป่าดิบชื้นแอมะซอน
60,เต่ารัศมีดารา,Radiated Tortoise,Astrochelys radiata,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",หนึ่งในเต่าบกที่กระดองสวยงามที่สุดในโลกจากมาดากัสการ์ ลายรัศมีสีเหลืองแผ่กระจายรอบจุดดำ
61,เต่าเรดฟุต / เต่าขาแดง,Red-footed Tortoise,Chelonoidis carbonarius,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",เกล็ดที่ขาและหัวมีแต้มสีแดงส้มสดใส กระดองเว้าคอดตรงกลางคล้ายนาฬิกาทราย
62,เต่าสแนปปิ้งจระเข้,Alligator Snapping Turtle,Macrochelys temminckii,Testudines,Chelydridae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์เชียงใหม่",กระดองมีสันหนามสามแถวคล้ายหลังจระเข้ ในปากมีลิ้นสีชมพูขยับได้คล้ายหนอนเพื่อล่อปลา
63,เต่าสแนปปิ้งสามัญ,Common Snapping Turtle,Chelydra serpentina,Testudines,Chelydridae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",คอยาว ยืดคอฉกกัดเหยื่อได้รวดเร็ว กรามแข็งแกร่ง หางยาวมีสันหนามคล้ายจระเข้
64,เต่าเสือดาว,Leopard Tortoise,Stigmochelys pardalis,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, ซาฟารีเวิลด์",กระดองทรงโดมสูงลวดลายจุดและแต้มสีดำสลับเหลืองคล้ายลายเสือดาวจากแอฟริกา
65,เต่าหกเหลือง,Asian Giant Tortoise,Manouria emys,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ประจำถิ่นไทย (Native),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา",เต่าบกขนาดใหญ่ที่สุดในเอเชีย อาศัยตามป่าดงดิบชื้น ทำรังวางไข่โดยการกวาดใบไม้มากองคล้ายรังนก
66,เต่าหับ,Malayan Box Turtle,Cuora amboinensis,Testudines,Geoemydidae,สัตว์เลื้อยคลาน,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์เชียงใหม่",กระดองท้องมีบานพับ สามารถปิดกระดองสนิทได้ทั้งหน้าและหลังเพื่อป้องกันตัวจากศัตรู
67,เต่าเหลือง / เต่าเทียน,Elongated Tortoise,Indotestudo elongata,Testudines,Testudinidae,สัตว์เลื้อยคลาน,สัตว์ประจำถิ่นไทย (Native),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น (หมู่บ้านเต่าเพ็ก)",เต่าบกพบบ่อยที่สุดในไทย กระดองสีเหลืองเทา ในฤดูผสมพันธุ์ผิวหนังรอบจมูกและตาจะเปลี่ยนเป็นสีชมพู
68,มังกรโคโมโด,Komodo Dragon,Varanus komodoensis,Squamata,Varanidae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"ซาฟารีเวิลด์ (มารีนปาร์ค), สวนสัตว์ดุสิต (เดิม)",กิ้งก่าที่ใหญ่และหนักที่สุดในโลก มีต่อมผลิตสารพิษลดความดันโลหิตและทำให้เหยื่อเสียเลือดจนตาย
69,เห่าต่าง / เห่าช้าง,Roughneck Monitor,Varanus rudicollis,Squamata,Varanidae,สัตว์เลื้อยคลาน,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา",เกล็ดรอบคอหนาหยาบและแหลม ขู่ศัตรูโดยการพองคอและทำเสียงฟู่คล้ายงูเห่า
70,แอลลิเกเตอร์อเมริกัน,American Alligator,Alligator mississippiensis,Crocodilia,Alligatoridae,สัตว์เลื้อยคลาน,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, ฟาร์มจระเข้สมุทรปราการ",ปลายปากกว้างมนรูปตัว U ฟันล่างซ่อนในขากรรไกรบนเมื่อหุบปาก ทนต่อสภาพอากาศเย็นได้ดี
