id,thai_name,english_name,scientific_name,order,family,category,origin_type,iucn_status,thai_zoos,highlight_notes
57,ชะมดเช็ด,Small Indian Civet,Viverricula indica,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",ผลิตไขไขมันที่มีกลิ่นหอมเฉพาะตัว นิยมนำมาใช้ทำเครื่องหอมยาแผนโบราณ
58,ชะมดแปลงลายจุด,Spotted Linsang,Prionodon pardicolor,Carnivora,Prionodontidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, ดอยอินทนนท์ เชียงใหม่",ลำตัวเรียวยาว ลวดลายจุดสีดำกระจายทั่วลำตัวสีครีมอมเหลือง ปราดเปรียวและปีนป่ายต้นไม้สูงเก่งกาจ
59,ชะมดแปลงลายแถบ,Banded Linsang,Prionodon linsang,Carnivora,Prionodontidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา",สัตว์ป่าคุ้มครองหายาก ลำตัวเพรียวยาว ลายแถบสีดำพาดขวาง 5 แถบ หางเป็นปล้องยาว เล็บหดซ่อนได้คล้ายแมว
60,ชะมดแผงหางปล้อง,Large Indian Civet,Viverra zibetha,Carnivora,Viverridae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา",มีแผงขนสีดำตั้งตามแนวสันหลัง หางมีแถบขาวสลับดำเป็นปล้องชัดเจน
61,ช้างเอเชีย,Asian Elephant,Elephas maximus,Proboscidea,Elephantidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, โครงการคชอาณาจักร สุรินทร์, ซาฟารีเวิลด์",สัตว์บกขนาดใหญ่ที่สุดในไทย สัตว์ประจำชาติไทย มีการแสดงว่ายน้ำที่เขาเขียว
62,ชินชิลลาหางยาว,Long-tailed Chinchilla,Chinchilla lanigera,Rodentia,Chinchillidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์ในธรรมชาติ),"สวนสัตว์เปิดเขาเขียว (โซนสัตว์แปลก), ซาฟารีเวิลด์",สัตว์ฟันแทะเทือกเขาแอนดีส ขนหนานุ่มที่สุดในโลก (รูขุมขนละกว่า 60 เส้น) อาบฝุ่นภูเขาไฟเพื่อทำความสะอาดขน
63,ชูการ์ไกลเดอร์,Sugar Glider,Petaurus breviceps,Diprotodontia,Petauridae,สัตว์มีกระเป๋าหน้าท้อง,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา",จิงโจ้บินแคระ มีพังผืดด้านข้างลำตัวร่อนระหว่างต้นไม้ได้ ตาโตหากินกลางคืน
64,เซียมัง / ชะนีดำใหญ่,Siamang,Symphalangus syndactylus,Primates,Hylobatidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",ชะนีขนาดใหญ่ที่สุดในโลก ขนดำขลับ มีถุงคอพองลมขยายเสียงร้องได้ยินไกลหลายกิโลเมตร
65,ดิกดิกเคิร์ก,Kirk's Dik-dik,Madoqua kirkii,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",แอนทิโลปแคระขนาดจิ๋ว ปลายจมูกยืดหยุ่นได้คล้ายงวงสั้น หูโต ดวงตากลมแป๋ว น่ารักดึงดูดนักท่องเที่ยว
66,เดกูชิลี,Common Degu,Octodon degus,Rodentia,Octodontidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว (โซนสัตว์ฟันแทะ),สัตว์ฟันแทะสังคมจากชิลี ฉลาด สามารถฝึกใช้เครื่องมือขนาดเล็กได้ หางมีพู่พวง ชอบขุดโพรงอยู่รวมกัน
67,ตัวกินมดยักษ์,Giant Anteater,Myrmecophaga tridactyla,Pilosa,Myrmecophagidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์นครราชสีมา",ปากยาวเป็นท่อ ไม่มีฟัน ลิ้นยาวเหนียวสำหรับตวัดกินมดและปลวก หางเป็นพวงหนาใหญ่
68,ตัวกินมดเล็กทามานดูอา,Southern Tamandua (Lesser Anteater),Tamandua tetradactyla,Pilosa,Myrmecophagidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ตัวกินมดปีนต้นไม้ มีลายคล้ายสวมเสื้อกั๊กสีดำ หางยึดจับกิ่งไม้ได้ ยืนสองขาชูกรงเล็บขู่เมื่อถูกคุกคาม
69,ตัวกินมดหนามอิคิดนา,Short-beaked Echidna,Tachyglossus aculeatus,Monotremata,Tachyglossidae,สัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว (นิทรรศการสัตว์ออกลูกเป็นไข่),หนึ่งในสัตว์เลี้ยงลูกด้วยนมเพียงสองกลุ่มในโลกที่ออกลูกเป็นไข่ ตัวมีหนามแหลม ลิ้นยาวตวัดกินมดปลวก
70,นากจมูกขน,Hairy-nosed Otter,Lutra sumatrana,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์อย่างยิ่ง),"สถานีวิจัยสัตว์ป่าป่าพรุโต๊ะแดง นราธิวาส, สวนสัตว์สงขลา",หนึ่งในนากที่หายากที่สุดในโลก ปลายจมูกมีขนปกคลุมชัดเจน ขนคอด้านล่างสีขาว อาศัยตามป่าพรุน้ำจืดภาคใต้
71,นากยุโรป / นากธรรมดา,Eurasian Otter,Lutra lutra,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เชียงใหม่, แม่น้ำปาย แม่ฮ่องสอน",นากขนาดกลาง ขนสีน้ำตาลเข้มใต้คอสีขาว ว่ายน้ำและจับปลาน้ำจืดตามแม่น้ำสายใหญ่บนภูเขาภาคเหนือ
72,นากเล็กเล็บสั้น,Asian Small-clawed Otter,Aonyx cinereus,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",นากขนาดเล็กที่สุด เล็บสั้นมากใช้มือคลำจับปูและปลา น่ารักขี้เล่น นิยมแสดงโชว์
73,นากใหญ่ขนเรียบ,Smooth-coated Otter,Lutrogale perspicillata,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",ขนเรียบสั้นและหนาแน่น ว่ายน้ำจับปลาเป็นฝูง มีการปรับตัวอาศัยตามชายฝั่งและแม่น้ำใหญ่
74,นางอาย / ลิงลมใต้,Sunda Slow Loris,Nycticebus coucang,Primates,Lorisidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์สงขลา, สวนสัตว์เปิดเขาเขียว",ขนาดเล็กกว่าลิงลมเหนือ ลายเส้นสีน้ำตาลเข้มจากหัวลากยาวลงมาตามสันหลัง พบในป่าภาคใต้
75,นางอาย / ลิงลมเหนือ,Bengal Slow Loris,Nycticebus bengalensis,Primates,Lorisidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",สัตว์ป่าคุ้มครอง ตาโตกลมโต เคลื่อนไหวช้าๆ เป็นสัตว์เลี้ยงลูกด้วยนมชนิดเดียวที่มีต่อมพิษที่ข้อศอก
76,นิลกาย,Nilgai,Boselaphus tragocamelus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",แอนทีโลปขนาดใหญ่ที่สุดในเอเชีย ตัวผู้มีสีเทาอมน้ำเงิน ลำตัวลาดเอียงไปด้านหลัง
77,เนื้อทราย,Hog Deer,Axis porcinus,Artiodactyla,Cervidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น, สวนสัตว์สงขลา",สัตว์ป่าสงวนในอดีตที่เพาะเลี้ยงขยายพันธุ์สำเร็จจนประชากรฟื้นตัว ปล่อยคืนธรรมชาติหลายพื้นที่
78,บ็อบแคต,Bobcat,Lynx rufus,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เปิดเขาเขียว",แมวป่าอเมริกาเหนือ ลายจุดแต้มคล้ายเสือดาว หางสั้นปลายดำ ล่ากระต่ายและสัตว์ฟันแทะได้อย่างคล่องแคล่ว
79,บ่าง / บ่างชวา,Sunda Flying Lemur (Malayan Colugo),Dermoptera,Cynocephalidae,สัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, เกาะลันตา กระบี่",สัตว์ร่อนต้นไม้ที่มีพังผืดกว้างที่สุดตั้งแต่คอจรดปลายนิ้วและหาง ร่อนเหินข้ามยอดไม้ได้ไกลกว่า 100 เมตร,
80,บิ๊กฮอร์น / แกะเขาใหญ่,Bighorn Sheep,Ovis canadensis,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, เชียงใหม่ไนท์ซาฟารี",แกะภูเขาอเมริกาเหนือ ตัวผู้มีเขาขดม้วนวงกลมขนาดใหญ่ น้ำหนักเขามากถึง 14 กก. ใช้ชนประลองกำลัง
81,บีเวอร์อเมริกาเหนือ,North American Beaver,Castor canadensis,Rodentia,Castoridae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เชียงใหม่ (โซนสัตว์หิมะ/สัตว์น้ำ),วิศวกรแห่งสายน้ำ ฟันแทะแข็งแรงตัดต้นไม้สร้างเขื่อน หางแบนคล้ายพายช่วยว่ายน้ำ
82,แบล็กบัค / แอนทีโลปดำ,Blackbuck,Antilope cervicapra,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",แอนทีโลปอินเดีย ตัวผู้สีดำขาว เขายาวบิดเป็นเกลียวสวยงาม วิ่งเร็วมาก
83,ไบซันอเมริกัน / วัวกระทิงอเมริกัน,American Bison,Bison bison,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",สัตว์บกขนาดใหญ่ที่สุดในอเมริกาเหนือ มีหนอกหลังสูง ขนแผงคอดกหนา วิ่งได้เร็วถึง 55 กม./ชม.
84,พญากระรอกดำ,Black Giant Squirrel,Ratufa bicolor,Rodentia,Sciuridae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",กระรอกต้นไม้ขนาดใหญ่ที่สุดในไทย ขนสีดำขลับใต้ท้องสีครีม หางยาวกว่าลำตัว
85,พญากระรอกบินแก้มขาว,Red Giant Flying Squirrel,Petaurista petaurista,Rodentia,Sciuridae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",กระรอกบินขนาดใหญ่ ขนสีน้ำตาลแดง มีพังผืดกว้างร่อนข้ามยอดไม้ได้ไกลนับร้อยเมตร
86,พญากระรอกเหลือง,Cream-coloured Giant Squirrel,Ratufa affinis,Rodentia,Sciuridae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์สงขลา, สวนสัตว์เปิดเขาเขียว",กระรอกขนาดใหญ่มาก ขนสีครีมอมส้มสว่างตลอดตัว หางยาวเป็นพวง พบตามธรรมชาติในป่าดิบชื้นภาคใต้ตอนล่าง
87,พอสซัมหางพู่,Common Brushtail Possum,Trichosurus vulpecula,Diprotodontia,Phalangeridae,สัตว์มีกระเป๋าหน้าท้อง,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่",สัตว์มีกระเป๋าหน้าท้องจากออสเตรเลีย หางเป็นพวงหนา ขนสีเทาอ่อน หากินผลไม้และยอดไม้ยามค่ำคืน
88,พะยูน,Dugong,Dugong dugon,Sirenia,Dugongidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),VU / CR (ประชากรไทยฝั่งอันดามันและอ่าวไทย),"สถาบันวิจัยทรัพยากรทางทะเลฯ ตรัง, สถานแสดงพันธุ์สัตว์น้ำภูเก็ต",สัตว์ป่าสงวนของไทย 'เงือกแห่งท้องทะเล' กินหญ้าทะเลเป็นอาหารหลัก หางแบนเว้าคล้ายหางโลมา
89,พังพอนกินปู,Crab-eating Mongoose,Urva urva,Carnivora,Herpestidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์เชียงใหม่",พังพอนขนาดใหญ่ มีแถบขาวพาดจากมุมปากลงมาที่ข้างคอ ชอบอาศัยใกล้น้ำ ว่ายน้ำจับปู ปลา และกบกิน
90,พังพอนเล็ก,Small Asian Mongoose,Urva auropunctata,Carnivora,Herpestidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",ว่องไว ปราดเปรียว มีภูมิคุ้มกันพิษงู สามารถต่อสู้และจับงูพิษกินเป็นอาหารได้
91,เพ็กคารีคอปก,Collared Peccary,Dicotyles tajacu,Artiodactyla,Tayassuidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",สัตว์คล้ายหมูป่าจากทวีปอเมริกา มีแถบขนสีขาวพาดรอบคอคล้ายปลอกคอ
92,เพียงพอนเส้นหลังขาว,Back-striped Weasel,Mustela strigidorsa,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, อุทยานแห่งชาติดอยผ้าห่มปก",มีเส้นสีขาวเงินลากยาวตามแนวสันหลังจากหัวจรดโคนหาง หายากและพบตามป่าดงดิบบนเขาสูงของไทย
93,เพียงพอนเหลือง,Yellow-bellied Weasel,Mustela kathiah,Carnivora,Mustelidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, ดอยอินทนนท์, ดอยเชียงดาว",หลังสีน้ำตาลเข้ม ท้องสีเหลืองสด ลำตัวเพรียวยาวปราดเปรียว มุดโพรงล่าหนูและนกตามป่าภูเขาสูง
94,แพนด้าแดง,Red Panda,Ailurus fulgens,Carnivora,Ailuridae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว",สัตว์ขวัญใจนักท่องเที่ยว อาศัยบนภูเขาสูงแถบหิมาลัย หางเป็นพวงลายปล้องส้ม-ขาว
95,แพนด้ายักษ์,Giant Panda,Ailuropoda melanoleuca,Carnivora,Ursidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),สวนสัตว์เชียงใหม่ (ทูตสันถวไมตรีไทย-จีน 'ช่วงช่วง' และ 'หลินฮุ่ย'),สัตว์ขวัญใจคนไทยระดับตำนาน กินไผ่เป็นอาหารหลัก มีนิ้วหัวแม่มือเทียมช่วยจับกิ่งไผ่
96,แพรรีด็อกหางดำ,Black-tailed Prairie Dog,Cynomys ludovicianus,Rodentia,Sciuridae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",กระรอกดินอเมริกา ขุดรูอยู่ใต้ดิน ยืนสองขาเห่าเตือนภัยเพื่อนร่วมฝูง น่ารักดึงดูดเด็กๆ
97,แพะแคระแอฟริกา,African Pygmy Goat,Capra hircus,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น",แพะตัวเล็ก ชอบปีนป่าย อยู่ในลานป้อนอาหารเด็กๆ ในสวนสัตว์
98,ม้าแคระเชตแลนด์,Shetland Pony,Equus caballus,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",ม้าแคระตัวเตี้ยแข็งแรง ขนหนา เชื่อง นิยมในโซน Mini Zoo สวนสัตว์เด็ก
99,ม้าแคระฟอลลาเบลลา,Falabella Miniature Horse,Equus caballus,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนผึ้งไฮแลนด์",ม้าสายพันธุ์ที่ตัวเล็กที่สุดในโลก ความสูงเมื่อโตเต็มที่ไม่เกิน 75 ซม. สัดส่วนสมบูรณ์แบบเหมือนม้าใหญ่ย่อส่วน
100,ม้าแคระมินิเอเจอร์,American Miniature Horse,Equus caballus,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนผึ้งไฮแลนด์, สวนสัตว์ขอนแก่น",ม้าแคระที่มีสัดส่วนสวยงามสมบูรณ์แบบเหมือนม้าใหญ่ ยอดนิยมในการสัมผัสและป้อนอาหารของเด็กๆ
101,ม้าป่ามองโกเลีย,Przewalski's Horse,Equus ferus przewalskii,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์ - ฟื้นฟูจากสูญพันธุ์ในธรรมชาติ),"สวนสัตว์เปิดเขาเขียว, เชียงใหม่ไนท์ซาฟารี",ม้าป่าแท้สายพันธุ์เดียวที่หลงเหลืออยู่ในโลก แผงคอสั้นตั้งตรง ขนสีน้ำตาลอมเหลือง ไม่เคยถูกเพาะเลี้ยงเป็นม้าบ้าน
102,มาราพาตาโกเนีย,Patagonian Mara,Dolichotis patagonum,Rodentia,Caviidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์นครราชสีมา",สัตว์ฟันแทะขายาวจากอาร์เจนตินา รูปร่างผสมระหว่างกระต่ายกับกวาง กระโดดคล่องแคล่ว
103,ม้าลายเกรวี,Grevy's Zebra,Equus grevyi,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",ม้าลายสายพันธุ์ที่ใหญ่ที่สุด ลายเส้นแคบและถี่ หูใหญ่คล้ายลา
104,ม้าลายเบอร์เชลล์,Plains Zebra (Burchell's Zebra),Equus quagga burchellii,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",ม้าลายทุ่งหญ้าสะวันนาแอฟริกา ลายพาดลำตัวมีเอกลักษณ์เฉพาะตัวในแต่ละตัว
105,ม้าลายภูเขาฮาร์ตมันน์,Hartmann's Mountain Zebra,Equus zebra hartmannae,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),ซาฟารีเวิลด์,มีเหนียงคอห้อย ลายพาดลำตัวสีดำสลับขาวถี่และมีลายตารางตรงสะโพก กีบเท้าแข็งแกร่งปีนป่ายหน้าผาชัน
106,เม่นแคระสี่นิ้ว / เม่นแคระแอฟริกา,Four-toed Hedgehog (African Pygmy Hedgehog),Atelerix albiventris,Eulipotyphla,Erinaceidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์นครราชสีมา",เม่นบกขนาดเล็ก ขดตัวเป็นลูกบอลหนามกลมเมื่อตกใจ เท้าหลังมี 4 นิ้ว ท้องมีขนนุ่มสีขาว
107,เม่นหางพวง,Asiatic Brush-tailed Porcupine,Atherurus macrourus,Rodentia,Hystricidae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์เชียงใหม่",ตัวเรียวยาวกว่าเม่นใหญ่ ขนหนามสั้นกว่า ปลายหางมีพู่ขนสีขาวคล้ายแปรงทาสี
108,เม่นใหญ่แผงคอยาว,Malayan Porcupine,Hystrix brachyura,Rodentia,Hystricidae,สัตว์ฟันแทะ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",เม่นขนาดใหญ่ ขนหนามแหลมคมลายขาวดำ ใช้สลัดขู่ศัตรูเมื่อตกใจ
109,เม่นแอฟริกา,Crested Porcupine,Hystrix cristata,Rodentia,Hystricidae,สัตว์ฟันแทะ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",แผงขนบนหัวและคอยาวแผ่สยาย หนามลำตัวยาวและหนาเป็นพิเศษ
110,เมียร์แคต,Meerkat,Suricata suricatta,Carnivora,Herpestidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",สัตว์แอฟริกายอดฮิต ยืนสองขาชะเง้อตรวจเวรยาม ขุดโพรงใต้ดินอยู่เป็นฝูง
111,แมวดาว,Leopard Cat,Prionailurus bengalensis,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, สวนสัตว์ขอนแก่น",แมวป่าขนาดเล็กพบบ่อยที่สุดในไทย ลายคล้ายเสือดาว บรรพบุรุษของแมวเบงกอลเลี้ยง
112,แมวทราย,Sand Cat,Felis margarita,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว (โซนสัตว์ทะเลทราย),แมวป่าขนาดเล็ก ใบหูกว้างและต่ำช่วยดักจับเสียงเหยื่อใต้ทราย อุ้งตีนมีขนหนาแน่นป้องกันความร้อนจากทราย
